id	doc	frame	minority	linguistic_minority	religious_minority	social_class_minority	sexual_orientation_minority	ethnic_minority	national_minority	other_minority	disabled_minority	gender	age_numerical	income	citizenship	education	political_left_right	exp_housing_discrim	city_district	city_neighborhood	prof_situation	fear_forced_out	seen_landlord_pressure	changes_in_community	seen_renovations	neighborhood_connection	respect_rules	neighbhorhood_crime	env_pollution_impact	climate_concern	age	city	country	preframe_densifproj_acceptance	postframe_densifproj_acceptance	densifproj_on_rent	densifproj_on_social	imce_RentContr	imce_InclZon	imce_Partic	imce_forProf	imce_dens	imce_mixUse	imce_ClimNeutr	imce_RentContr_se	imce_InclZon_se	imce_Partic_se	imce_forProf_se	imce_dens_se	imce_mixUse_se	imce_ClimNeutr_se
R_2QAIyPFcLW42dc0	On the density increase and the climate commitment	district	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Male	60.0	7.0	National	Bachelor's degree	5.0	No	Lambeth	Streatham Wells	Employed (full-time)	-2	-1	0	1	1	-1	0	8.0	1	5	London	United Kingdom	-1	1	0	1	0.5	0.666666666666667	0.5	0.6	0.428571428571429	1.0	0.4	0.395284707521047	0.314970394174356	0.395284707521047	0.244948974278318	0.206196524710581	0.243975018237133	0.244948974278318
R_b2BW4Mcl4IuwMAp	a mix of rent control, carbon emissions and density increase mostly	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	31.0	3.0	EU citizen	Higher education entrance qualification	0.0	No	Brent	Kensal Green	Employed (full-time)	0	-1	0	0	-1	-1	1	7.0	2	2	London	United Kingdom	0	0	0	1	1.40433338743068e-16	0.4	0.333333333333333	0.666666666666667	0.714285714285714	0.5	0.428571428571429	0.306186217847897	0.223606797749979	0.295468420142639	0.314970394174356	0.193429485824666	0.270030862433661	0.174963553055941
R_1eVPI81BR33sg9G	because of the area and there was not enought social housing and rent too high	other district	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	63.0	1.0	National	Secondary school certificate	4.0	No	Lambeth	Oval	Not working (retired)	2	-1	1	2	-1	1	-1	6.0	0	5	London	United Kingdom	0	-1	-1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DwqAUoq3fQdluxj	Is better proposal and more safe for me 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	33.0	1.0	National	Higher education entrance qualification	4.0	No	Waltham Forest	Higham Hill	Employed (part-time)	-1	0	0	1	0	0	-1	5.0	0	2	London	United Kingdom	1	0	-2	0	0.5	0.6	0.666666666666667	0.5	0.25	0.333333333333333	0.4	0.395284707521047	0.244948974278318	0.314970394174356	0.279508497187474	0.255155181539914	0.208333333333333	0.244948974278318
R_32JcMuWh7tyFVMq	Responsibility for local people 	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	35.0	4.0	National	Master's degree	5.0	Yes	Croydon	South Norwood	Employed (full-time)	1	1	1	1	1	1	1	7.0	1	3	London	United Kingdom	1	1	0	1	0.75	1.0	0.5	0.5	0.875	1.0	0.8	0.222439130250652	0.440958551844098	0.293150984988964	0.293150984988965	0.146575492494482	0.440958551844099	0.2
R_3D6kOvdEssaaxob	It's in my belief 	neighborhood	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Male	18.0	1.0	National	Secondary school certificate	4.0	Yes	Barking and Dagenham	Chadwell Heath	Employed (full-time)	-2	2	-2	-1	-2	0	-1	1.0	1	1	London	United Kingdom	-3	-3	-2	-2	0.5	0.6	1.0	0.25	0.714285714285714	1.0	0.5	0.385275875185561	0.244948974278318	0.52704627669473	0.222439130250652	0.193429485824666	0.267261241912424	0.21650635094611
R_1QxTTy02dmUKKoD	The main criteria was the percentage of density increment. I am generally against it, so the project with a lower increment percentage is my choice	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	29.0	7.0	EU citizen	Bachelor's degree	3.0	No	Ealing	North Greenford	Employed (full-time)	-2	-2	-2	2	-1	0	2	6.0	2	2	London	United Kingdom	-1	-2	0	1	1.0	0.5	0.5	0.666666666666667	0.666666666666667	1.0	0.571428571428571	0.342326598440729	0.228217732293819	0.395284707521047	0.208333333333333	0.208333333333333	0.342326598440729	0.206196524710581
R_10BMqa9av5I9gyi	it sounds interesting 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	27.0	9.0	National	Higher education entrance qualification	4.0	No	Lambeth	Brixton Hill	Employed (full-time)	0	-1	-1	-1	-1	-1	0	8.0	1	2	London	United Kingdom	0	0	-1	1	0.5	0.8	1.0	0.6	0.5	0.0	0.666666666666667	0.228217732293819	0.2	0.243975018237133	0.244948974278318	0.228217732293819	0.52704627669473	0.314970394174356
R_Oe3Um2uZRQnrykV	just depends on rent increase and changes to population density	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	43.0	1.0	National	Bachelor's degree	3.0	No	Camden	Holborn & Covent Garden	Not employed (unemployed)	0	1	1	1	1	0	0	5.0	1	3	London	United Kingdom	0	1	1	1	0.5	0.5	0.5	1.0	0.444444444444444	0.5	0.333333333333333	0.395284707521048	0.279508497187474	0.395284707521047	0.52704627669473	0.175682092231577	0.395284707521047	0.208333333333333
R_vqUmoAB2KbNGWrv	I think it will be better for us 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	34.0	1.0	EU citizen	Secondary school certificate	3.0	No	Ealing	Acton Central	Not working (disability/illness)	-1	-1	0	1	0	0	0	5.0	0	2	London	United Kingdom	0	1	1	-1	0.666666666666667	0.75	1.0	0.6	0.5	0.333333333333333	0.166666666666667	0.314970394174356	0.255155181539914	0.52704627669473	0.244948974278318	0.228217732293819	0.314970394174356	0.131761569173682
R_1rwxC6DDg8YIRGS	This area is a conservation area and should be kept as such the thought of 50% or 100% increase in residents is not something most in this area including me would agree with this is a unique area in London which is very green. A larger population would mean more schools and transport and less greenery in an area of London that's unique in being so green which is important to the environment less mature trees mean less air quality new immature trees can not replace what imortant qualities ie air and environment that mature trees give us this area is low rise and would not support large high rise properties people move here for everything I've said. The property prices would plummet if this area is increased by 50-100% and we'd get problems with security and safety of residence and their property this area is seen as desirable creative literate and consists of multinational people living together mostly extremely wealthy Russians Chinese Japanese German Spanish Italian Greek people with many different religions. We have some great private schools well known schools in the area I would not want to live here and see my area devalued both in quality of environment ie both environmental and quality of neighbourhood eroded by a 50-100% increase few could afford over a million pounds for an apartment which is the average price of flats here houses 2-6 million. I'd want to move and take my money and investment out of the area that includes my business. 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	67.0	3.0	National	Master's degree	4.0	Yes	Camden	Belsize	Employed (part-time)	-2	-2	0	2	2	-2	1	1.0	2	5	London	United Kingdom	-1	-1	0	0	0.333333333333333	0.75	0.0	0.375	0.444444444444444	1.0	0.428571428571429	0.314970394174356	0.222439130250652	0.353553390593274	0.192637937592781	0.175682092231577	0.5	0.206196524710581
R_2OT4210gOxUurKq	Environment effects and rent control 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	33.0	9.0	National	Bachelor's degree	3.0	No	Kingston upon Thames	Surbiton Hill	Employed (full-time)	1	-1	0	0	1	0	0	10.0	2	2	London	United Kingdom	0	1	0	1	0.333333333333333	0.5	0.666666666666667	0.8	0.333333333333333	1.0	0.285714285714286	0.314970394174356	0.279508497187474	0.314970394174356	0.2	0.208333333333333	0.342326598440729	0.159719141249985
R_3RxPRNEooZ8BhlB	Too many apartments creates more and more people in the area and it is not good for the environment. We need to reduce carbon footprint, and need to decrease rent. 	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	36.0	1.0	National	Bachelor's degree	3.0	No	Hillingdon	West Drayton	Employed (part-time)	-2	2	2	2	-2	-2	-2	10.0	2	3	London	United Kingdom	-3	-3	3	3	0.666666666666667	0.666666666666667	7.0216669371534e-17	0.25	0.6	0.25	0.4	0.314970394174356	0.314970394174356	0.342326598440729	0.255155181539914	0.244948974278318	0.255155181539914	0.244948974278318
R_UavIabNmtoX6gTv	I went in favour of eco-conscious proposals that would not change the community much by allowing +200% people to live there	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	26.0	4.0	Dual citizenship	Bachelor's degree	0.0	No	Hackney	Hackney Central	Employed (full-time)	-2	0	0	-1	1	-1	1	7.0	1	2	London	United Kingdom	0	2	-1	0	0.6	0.666666666666667	0.666666666666667	0.666666666666667	0.714285714285714	1.0	0.6	0.223606797749979	0.166666666666667	0.29546842014264	0.295468420142639	0.193429485824666	0.5	0.223606797749979
R_2SGrz9Y3sGqDq1z	to make housing affordable	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	28.0	10.0	National	Bachelor's degree	5.0	No	Brent	Alperton	Employed (full-time)	-1	0	0	0	-1	0	0	6.0	0	2	London	United Kingdom	0	0	0	0	0.666666666666667	1.0	-1.40433338743068e-16	0.5	1.0	1.0	0.714285714285714	0.251976315339485	0.306186217847897	0.333333333333333	0.176776695296637	0.173205080756888	0.306186217847897	0.159719141249985
R_1pL7NlZbhRJEtsG	I prefer proposal 1 as the area that I live in, I feel it is already crowded as is and there isn't much space for new development 	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	28.0	3.0	National	Bachelor's degree	5.0	No	Lewisham	New Cross	Employed (full-time)	-1	-1	-1	-1	-1	-1	-1	9.0	1	2	London	United Kingdom	0	0	1	0	1.0	0.666666666666667	1.0	0.4	0.333333333333333	0.5	0.666666666666667	0.353553390593274	0.314970394174356	0.52704627669473	0.223606797749979	0.295468420142639	0.270030862433661	0.220479275922049
R_2ykIgIdwxoolDBp	Would like to be able to have a say in new projects 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	61.0	2.0	National	Secondary school certificate	5.0	No	Croydon	Shirley South	Employed (full-time)	1	-1	1	1	-1	1	-1	6.0	0	5	London	United Kingdom	-1	-2	-1	1	0.0	0.5	0.0	0.333333333333333	0.166666666666667	1.05325004057301e-16	0.0	0.243975018237133	0.293150984988964	0.306186217847897	0.166666666666667	0.181620789314195	0.440958551844099	0.306186217847897
R_3m9QY5X3POgM09K	Affordable housing percentage.	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	42.0	1.0	National	Doctoral degree	1.0	Do not know	Harrow	Roxeth	Employed (full-time)	-1	-1	-1	-1	1	0	-1	2.0	2	3	London	United Kingdom	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_zSWc2KOz9wv1P8d	Rent cap and climate sustainability	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	Female	34.0	4.0	National	Higher technical examination	0.0	No	Hillingdon	Hillingdon East	Employed (full-time)	-1	-2	-2	1	-1	0	1	6.0	2	2	London	United Kingdom	1	1	2	1	-2.80866677486136e-16	0.5	0.5	0.5	0.444444444444444	0.6	0.333333333333333	0.342326598440729	0.228217732293819	0.395284707521047	0.197642353760524	0.175682092231577	0.244948974278318	0.314970394174356
R_3dXrGZ6AX7Ibb9O	The percent increase I picked the lowest ones	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	24.0	4.0	National	Bachelor's degree	5.0	Yes	Kingston upon Thames	Tudor	Employed (full-time)	1	2	1	1	1	1	-1	9.0	2	1	London	United Kingdom	3	-1	1	1	1.0	0.666666666666667	1.0	0.666666666666667	0.857142857142857	0.0	0.8	0.267261241912425	0.314970394174356	0.353553390593274	0.220479275922049	0.123717914826348	0.306186217847897	0.223606797749979
R_2cbVvMq34CAgvvZ	Too much increase in population 	district	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	Female	18.0	9.0	National	Higher education entrance qualification	2.0	Do not know	Haringey	Harringay	Employed (part-time)	-2	0	1	-1	1	0	-1	5.0	2	1	London	United Kingdom	0	0	1	1	-2.80866677486136e-16	0.666666666666667	1.0	0.4	0.25	0.5	7.0216669371534e-17	0.5	0.251976315339485	0.440958551844099	0.223606797749979	0.255155181539914	0.353553390593274	0.267261241912424
R_8CgpCuPQyWg3QHf	my preferred proposal was in function of the density percentage 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	39.0	5.0	National	Bachelor's degree	1.0	Yes	Hillingdon	Uxbridge South	Homemaker	2	1	2	1	-2	-2	1	8.0	2	3	London	United Kingdom	-1	-1	1	3	7.0216669371534e-17	0.5	0.5	0.6	0.555555555555556	0.666666666666667	0.666666666666667	0.342326598440729	0.279508497187474	0.395284707521048	0.244948974278318	0.175682092231577	0.314970394174356	0.314970394174356
R_saRY3712KH88WxH	Depends on whether I agree	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	59.0	4.0	National	Bachelor's degree	3.0	No	Hounslow	Chiswick Riverside	Employed (part-time)	-1	1	1	1	0	-1	1	6.0	1	5	London	United Kingdom	-1	-1	1	0	7.0216669371534e-17	0.2	0.333333333333333	0.4	0.428571428571428	0.5	0.5	0.342326598440729	0.223606797749979	0.295468420142639	0.223606797749979	0.174963553055941	0.353553390593274	0.239356776939085
R_3MgkVYZ6ddvFHNi	Level of affordable housing; climate change emissions; investor background	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	57.0	1.0	National	Higher education entrance qualification	0.0	Yes	Brent	Willesden Green	Not employed (unemployed)	-2	-2	-2	-1	0	0	2	2.0	2	5	London	United Kingdom	1	1	0	-1	-3.5108334685767e-17	5.26625020286505e-17	-5.26625020286505e-17	0.25	-1.75541673428835e-17	0.2	-3.5108334685767e-17	0.188982236504614	0.333333333333333	0.161374306091976	0.153093108923949	0.109108945117996	0.14142135623731	0.161374306091976
R_1pteZJemUtherXT	I think there are already too many flats being built	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	41.0	4.0	National	Higher technical examination	3.0	No	Enfield	Edmonton Green	Employed (full-time)	-2	-2	-2	-2	1	1	-1	10.0	2	3	London	United Kingdom	0	0	2	-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3dK5e1G3YfTVojD	Anything over 20% increase in density changes an area too much	neighborhood	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	64.0	3.0	National	Higher technical examination	5.0	No	Harrow	Belmont	Not working (retired)	-2	-2	0	-2	-1	-1	-1	1.0	2	5	London	United Kingdom	-1	-1	1	1	1.0	0.5	0.5	0.5	0.777777777777778	1.0	0.8	0.342326598440729	0.353553390593274	0.353553390593274	0.176776695296637	0.146986183948033	0.342326598440729	0.223606797749979
R_3qHAOanov02cHyW	I find that my area is already very busy and lots of people around.  So I would only want 20% increase and we need to be more environmentally concious, so there needs to be stipulations in place.  Then I would go with a local or government for profit company, not international.	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	31.0	5.0	National	Master's degree	3.0	No	Merton	Trinity	Employed (full-time)	-2	-2	-2	2	0	-2	1	9.0	2	2	London	United Kingdom	-2	0	-2	3	-1.7554167342883499e-16	-1.05325004057301e-16	-1.57987506085952e-16	0.2	0.25	-3.15975012171903e-16	5.26625020286505e-17	0.233853586673371	0.125	0.233853586673371	0.14142135623731	0.153093108923949	0.233853586673372	0.109108945117996
R_1rjEzgveRDLTuER	its helpful and good	neighborhood	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	Female	34.0	8.0	National	Higher technical examination	4.0	No	Sutton	Sutton Central	Employed (full-time)	1	1	1	1	1	1	2	7.0	2	2	London	United Kingdom	2	3	2	3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_u1EGO1dTZYo8aAh	I'm more in favour of a higher proportion of affordable or social housing, and some involvement in the development.	other district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	58.0	6.0	National	Master's degree	3.0	No	Tower Hamlets	Poplar	Employed (full-time)	-1	-2	-1	1	1	-1	0	2.0	1	5	London	United Kingdom	2	2	0	2	1.0	4.21300016229204e-16	1.0	0.857142857142857	1.0	1.0	0.75	0.233853586673371	1.59141379812707e-16	0.188982236504614	0.123717914826348	0.0883883476483184	0.188982236504614	0.153093108923949
R_3LYVXRxGck4Jokr	Rent increase was a deciding factor as well as affordable housing	district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	36.0	1.0	National	Master's degree	4.0	Do not know	Haringey	Harringay	Employed (full-time)	1	1	1	-2	0	2	-2	9.0	2	3	London	United Kingdom	0	0	1	0	0.5	0.4	0.5	0.5	0.333333333333333	1.40433338743068e-16	0.5	0.395284707521047	0.244948974278318	0.395284707521048	0.395284707521047	0.314970394174356	0.342326598440729	0.228217732293819
R_28YW3LF7FXUMcd5	more housing is badly needed	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	33.0	10.0	National	Bachelor's degree	2.0	Do not know	Kingston upon Thames	Surbiton Hill	Employed (full-time)	-1	-1	-1	1	0	-1	-1	5.0	2	2	London	United Kingdom	0	0	1	1	0.9	0.833333333333333	1.0	0.666666666666667	1.0	1.0	1.0	0.1	0.131761569173682	0.333333333333333	0.166666666666667	3.70074341541719e-17	0.141421356237309	0.141421356237309
R_1Hdjjp3HQ0ceCy7	some good silent points mostly towards rent issues	district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	30.0	6.0	National	Doctoral degree	2.0	Yes	Croydon	Broad Green	Employed (full-time)	2	1	0	1	1	2	2	6.0	-1	2	London	United Kingdom	1	1	0	-1	0.6	0.666666666666667	0.666666666666667	0.714285714285714	0.714285714285714	0.7	0.666666666666667	0.223606797749979	0.295468420142639	0.295468420142639	0.193429485824666	0.193429485824666	0.152752523165195	0.208333333333333
R_1BQy5x7B7FtvahP	We have enough residents in Upminster and don't need any more	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	71.0	10.0	National	Secondary school certificate	5.0	No	Havering	Upminster	Not working (retired)	-2	-2	-1	1	2	-2	1	5.0	1	5	London	United Kingdom	-2	-2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1ovfIFDw959bcxo	Too much population in one place doesn't feel nice and lacks more green spaces and housing also feels congested 	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	46.0	5.0	National	Master's degree	4.0	No	Newham	East Ham North	Employed (full-time)	-2	-1	0	1	-1	0	1	8.0	2	4	London	United Kingdom	0	0	-1	0	0.999999999999999	0.5	0.5	0.8	0.5	1.0	0.571428571428572	0.52704627669473	0.385275875185561	0.385275875185561	0.223606797749979	0.21650635094611	0.267261241912425	0.206196524710581
R_1gTq2v5pOzXact1	Rent control and population density are the deciding factors 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	45.0	8.0	National	Doctoral degree	3.0	No	Barnet	Golders Green	Employed (full-time)	-2	1	2	2	2	-2	-1	1.0	2	4	London	United Kingdom	1	1	1	1	2.10650008114602e-16	-4.21300016229204e-16	0.333333333333333	0.333333333333333	0.571428571428572	-2.80866677486136e-16	0.5	0.342326598440729	0.52704627669473	0.314970394174356	0.208333333333333	0.206196524710581	0.52704627669473	0.279508497187474
R_22FeQF0FHSd18Bj	Is better for me	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	53.0	6.0	National	Higher education entrance qualification	2.0	No	Hounslow	Chiswick Riverside	Not employed (unemployed)	-1	0	0	1	0	0	-1	4.0	0	4	London	United Kingdom	0	1	-2	1	0.5	0.666666666666667	-2.80866677486136e-16	0.666666666666667	0.857142857142857	1.0	0.75	0.353553390593274	0.29546842014264	0.440958551844098	0.208333333333333	0.164957219768465	0.267261241912424	0.255155181539914
R_agvXICy6i9Rcuf7	this is because they are appealing	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	28.0	10.0	National	Doctoral degree	3.0	Yes	Bromley	Penge & Cator	Employed (full-time)	0	0	0	0	0	0	0	5.0	0	2	London	United Kingdom	0	0	0	0	1.0	1.0	1.0	1.0	0.8	0.666666666666667	0.75	0.188982236504614	0.333333333333333	0.188982236504614	0.161374306091976	0.14142135623731	0.166666666666667	0.153093108923949
R_Y66eD2orNQDEhYR	Lewisham is a crowded area as it is and I don't care for it. Why therefore this project?	other district	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	52.0	5.0	National	Master's degree	3.0	Yes	Ealing	Acton Central	Not employed (unemployed)	-1	0	-1	2	2	-2	2	2.0	1	4	London	United Kingdom	0	-3	0	-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_1NtaKLI9DdP72PA	I would be in favour of not for profit but with apartments and shops	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	45.0	2.0	National	Bachelor's degree	0.0	No	Southwark	Goose Green	Employed (full-time)	1	0	2	1	1	-1	0	6.0	1	4	London	United Kingdom	0	1	0	1	0.25	-1.40433338743068e-16	0.3	0.75	0.428571428571429	-1.05325004057301e-16	0.5	0.255155181539914	0.267261241912424	0.152752523165195	0.153093108923949	0.174963553055941	0.21650635094611	0.353553390593274
R_27qAbJ2hKtPCEDo	I am more in favour of non profit organisations and lower densification 	district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Male	59.0	10.0	National	Doctoral degree	6.0	No	Kensington and Chelsea	Chelsea Riverside	Employed (full-time)	-1	0	2	1	2	-1	-1	7.0	2	5	London	United Kingdom	-1	-1	0	1	0.6	1.40433338743068e-16	1.0	0.8	0.75	0.75	0.75	0.244948974278318	0.5	0.52704627669473	0.223606797749979	0.153093108923949	0.265165042944955	0.265165042944955
R_3m8EBmyIKJWOpCa	A mixture of rent control and affordable.	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	58.0	3.0	National	Higher education entrance qualification	6.0	Yes	Hammersmith and Fulham	Addison	Employed (full-time)	1	1	1	0	-1	1	-1	8.0	1	5	London	United Kingdom	1	0	1	1	0.5	-1.40433338743068e-16	0.5	0.666666666666667	0.6	0.5	0.5	0.270030862433661	0.188982236504614	0.385275875185561	0.220479275922049	0.244948974278318	0.21650635094611	0.270030862433661
R_2XgjL6f7IDh5ejD	Climate reasons mainly	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	48.0	10.0	National	Higher education entrance qualification	4.0	No	Bromley	Orpington	Employed (full-time)	-2	-2	0	-1	1	-1	0	2.0	2	4	London	United Kingdom	0	0	0	0	-3.5108334685767e-16	0.333333333333333	-3.5108334685767e-16	0.6	0.571428571428571	0.6	-7.0216669371534e-17	0.52704627669473	0.220479275922049	0.52704627669473	0.223606797749979	0.174963553055941	0.223606797749979	0.204124145231932
R_Oq8zLKWCyZzVFzb	in favour of projects that have residents input; have nothing to do with for-profit organisations of any kind; have as much affordable housing as possible; cap rents strictly to prevent the excesses of greedy landlords; aim for zero emissions to protect the climate	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	64.0	6.0	National	Master's degree	0.0	No	Hounslow	Brentford	Employed (part-time)	-2	-2	-1	0	0	-1	0	6.0	2	5	London	United Kingdom	0	0	-1	0	0.5	0.5	0.5	1.0	0.5	0.5	0.333333333333333	0.279508497187474	0.395284707521047	0.395284707521047	0.243975018237133	0.166666666666667	0.395284707521047	0.208333333333333
R_2zoP2aVO669mrzZ	Because of my views 	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	43.0	4.0	EU citizen	Master's degree	4.0	No	Croydon	South Croydon	Employed (part-time)	-1	-1	-1	2	1	-2	2	5.0	1	3	London	United Kingdom	-3	-2	1	2	1.0	0.5	0.5	0.5	0.375	0.5	0.5	0.243975018237133	0.166666666666667	0.395284707521047	0.228217732293819	0.171163299220364	0.166666666666667	0.228217732293819
R_1PcwgJEPqlydCJt	I made my decision based on the data I care about	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	37.0	7.0	National	Bachelor's degree	7.0	No	City of London	Broad Street	Employed (full-time)	-1	-1	-1	1	2	-1	1	7.0	1	3	London	United Kingdom	0	1	-1	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_3HOn5baplatcGgy	Various reasons 	district	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Male	38.0	9.0	National	Bachelor's degree	3.0	No	Waltham Forest	Leyton	Employed (full-time)	1	2	2	2	2	1	2	6.0	0	3	London	United Kingdom	0	0	0	0	0.666666666666667	0.5	-2.10650008114602e-16	0.333333333333333	0.555555555555556	0.5	0.5	0.314970394174356	0.279508497187474	0.52704627669473	0.314970394174356	0.175682092231577	0.279508497187474	0.279508497187474
R_ezCDEec2YDrjyE1	I chose the option with the least extra percent of population	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	75.0	2.0	National	Secondary school certificate	6.0	No	Wandsworth	West Putney	Not working (retired)	-2	-2	0	2	1	-1	-1	7.0	2	5	London	United Kingdom	-1	-1	0	1	1.0	1.0	0.5	0.6	0.666666666666667	0.5	0.571428571428572	0.52704627669473	0.353553390593274	0.385275875185561	0.244948974278318	0.220479275922049	0.385275875185561	0.206196524710581
R_eboiNQihasDj4gF	I hate gentrification and being surrounded by white hipsters with all their money from mummy and daddy	district	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	Female	24.0	2.0	National	Higher education entrance qualification	0.0	Yes	Newham	East Ham North	Not working (disability/illness)	-1	-1	-1	2	0	1	-2	4.0	2	1	London	United Kingdom	1	1	2	-3	0.25	0.5	0.999999999999999	0.5	0.555555555555556	0.0	0.571428571428572	0.222439130250652	0.385275875185561	0.52704627669473	0.270030862433661	0.175682092231577	0.306186217847897	0.206196524710581
R_3HigNDN2kEMsk0O	"Housing has become more about cramming people in for profit in what can ultimately be unsafe conditions (Grenfell), this can be a problem with any type of investor. If we could put social housing in areas where there are less of the population ""the posh areas"" it would make more availability and also put an end to class division which has manifested in boroughs and areas."	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	32.0	3.0	National	Secondary school certificate	3.0	No	Brent	Stonebridge	Not working (disability/illness)	1	0	1	-1	-1	2	-2	5.0	1	2	London	United Kingdom	0	0	1	3	1.40433338743068e-16	0.5	2.80866677486136e-16	0.5	0.2	0.5	0.333333333333333	0.243975018237133	0.176776695296637	0.440958551844098	0.176776695296637	0.2	0.293150984988964	0.166666666666667
R_27NklFH7UdtdxkM	It needs to have no rent increase, have local resident input and not increase density too much	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	32.0	4.0	National	Master's degree	3.0	No	Westminster	Knightsbridge & Belgravia	Employed (full-time)	2	-1	2	2	2	2	-2	10.0	2	2	London	United Kingdom	-1	-2	-2	-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
