	id	doc	frame	minority	linguistic_minority	religious_minority	social_class_minority	sexual_orientation_minority	ethnic_minority	national_minority	other_minority	disabled_minority	gender	age_numerical	income	citizenship	education	political_left_right	exp_housing_discrim	city_district	city_neighborhood	prof_situation	fear_forced_out	seen_landlord_pressure	changes_in_community	seen_renovations	neighborhood_connection	respect_rules	neighbhorhood_crime	env_pollution_impact	climate_concern	age	city	country	preframe_densifproj_acceptance	postframe_densifproj_acceptance	densifproj_on_rent	densifproj_on_social	imce_RentContr	imce_InclZon	imce_Partic	imce_forProf	imce_dens	imce_mixUse	imce_ClimNeutr	imce_RentContr_se	imce_InclZon_se	imce_Partic_se	imce_forProf_se	imce_dens_se	imce_mixUse_se	imce_ClimNeutr_se	ResponseId	Q12.6_corrected	response_char_length	Document_No	Dominant_Topic	Topic_Perc_Contrib	Topic_0	Topic_1	Topic_2	Topic_3	Topic_4	Topic_5	Topic_6	Topic_7	Topic_8	Topic_9	Topic_10
783	R_2zcekHp56Nf0F1T	good is the best for me to make 	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	33.0	2.0	US Born	Higher education entrance qualification	4.0	Yes	West and Near West Side	North Lawndale	Homemaker	-1	0	0	1	0	0	0	8.0	-1	2	Chicago	United States	-1	-1	0	1	1.0	1.0	1.0	1.0	1.0	0.9	0.833333333333334	0.233853586673371	0.188982236504614	0.188982236504614	0.188982236504614	0.0883883476483184	0.1	0.131761569173682	R_2zcekHp56Nf0F1T	good is the best for me to make 	32	783	0.0	0.1066	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.10664335664335661	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874
784	R_3MtcVUULXp06LvK	No personal interaction seems to disappear 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	70.0	9.0	US Born	Higher education entrance qualification	4.0	Yes	Southwest Side	West Elsdon	Not working (other reason)	1	-1	1	-2	-1	1	-1	5.0	0	5	Chicago	United States	0	-2	-2	-2	1.0	0.6	0.6	0.666666666666667	0.6	1.40433338743068e-16	0.75	0.52704627669473	0.244948974278318	0.244948974278318	0.314970394174356	0.244948974278318	0.306186217847897	0.265165042944955	R_3MtcVUULXp06LvK	No personal interaction seems to disappear 	43	784	1.0	0.1046	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312	0.1025347817800648	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08785972936916332	0.08576329331046312
785	R_2pKSRNhtsypVQlj	Suggested by increasing building intensification and control of rental prices	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	33.0	8.0	US Born	Master's degree	0.0	No	West and Near West Side	Lower West Side	Employed (part-time)	-1	-1	1	1	2	-1	2	5.0	1	2	Chicago	United States	1	1	-1	1	0.6	0.5	1.0	0.333333333333333	0.571428571428572	0.6	0.666666666666667	0.244948974278318	0.279508497187474	0.52704627669473	0.208333333333333	0.206196524710581	0.244948974278318	0.314970394174356	R_2pKSRNhtsypVQlj	Suggested by increasing building intensification and control of rental prices	77	785	1.0	0.1109	0.07974481658692184	0.1109339004075846	0.07974481658692184	0.09533935849725322	0.07974481658692184	0.09728867623604465	0.08169413432571328	0.09533935849725322	0.07974481658692184	0.10703526493000177	0.0933900407584618
786	R_3n1tAHbEc8YfcKr	I always love the plan which can increase the percentage of affordable housing	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	33.0	7.0	US Born	Master's degree	4.0	No	North Side	North Center	Employed (part-time)	-1	-1	0	1	2	-2	1	7.0	2	2	Chicago	United States	1	1	2	3	0.5	7.0216669371534e-17	0.5	0.4	0.428571428571429	0.5	0.5	0.395284707521047	0.342326598440729	0.279508497187474	0.244948974278318	0.206196524710581	0.279508497187474	0.228217732293819	R_3n1tAHbEc8YfcKr	I always love the plan which can increase the percentage of affordable housing	78	786	2.0	0.1347	0.08116883116883117	0.08116883116883117	0.13474025974025972	0.08116883116883117	0.11688311688311688	0.08116883116883117	0.08116883116883117	0.09902597402597403	0.08116883116883117	0.08116883116883117	0.08116883116883117
787	R_1GVR3EOXlyWcNww	I didn't like them	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	25.0	5.0	US Born	Secondary school certificate	1.0	Yes	Southwest Side	Archer Heights	Student	0	-1	-2	-2	-2	0	2	7.0	2	2	Chicago	United States	1	2	0	0	7.0216669371534e-17	0.5	1.0	0.5	0.8	0.5	1.0	0.188982236504614	0.270030862433661	0.353553390593274	0.270030862433661	0.223606797749979	0.385275875185561	0.52704627669473	R_1GVR3EOXlyWcNww	I didn't like them	18	787	0.0	0.0909	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093	0.09090909090909093
788	R_33ygQljFYcRYKBt	I think the given proposal is good for people	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	50.0	7.0	US Born	Doctoral degree	4.0	No	North Side	Lakeview	Employed (full-time)	0	1	0	1	0	1	1	8.0	1	4	Chicago	United States	0	0	1	0	1.0	0.25	1.0	0.2	0.375	1.0	0.333333333333333	0.342326598440729	0.255155181539914	0.342326598440729	0.2	0.171163299220364	0.52704627669473	0.208333333333333	R_33ygQljFYcRYKBt	I think the given proposal is good for people	45	788	0.0	0.1046	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.104631217838765
789	R_11ZmtHvp7oxN4qE	renters should have a say	district	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	33.0	9.0	US Born	Higher education entrance qualification	3.0	No	North Side	Lincoln Park	Employed (full-time)	-2	-2	-1	0	-1	-1	2	5.0	2	2	Chicago	United States	1	-3	1	1	0.75	0.5	3.5108334685767e-16	0.5	0.5	0.75	0.571428571428571	0.255155181539914	0.395284707521047	0.52704627669473	0.228217732293819	0.279508497187474	0.255155181539914	0.206196524710581	R_11ZmtHvp7oxN4qE	renters should have a say	25	789	1.0	0.1087	0.089126559714795	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
790	R_1BQve3L7XEAXLCD	I feel there is input from the surrounding community needed	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	64.0	7.0	US Born	Apprenticeship	6.0	Do not know	Southwest Side	Garfield Ridge	Not working (retired)	2	-2	2	1	1	1	-1	3.0	-2	5	Chicago	United States	0	-3	-3	-2	0.2	0.5	-4.21300016229204e-16	0.4	0.75	0.333333333333333	0.5	0.2	0.279508497187474	0.52704627669473	0.244948974278318	0.255155181539914	0.314970394174356	0.228217732293819	R_1BQve3L7XEAXLCD	I feel there is input from the surrounding community needed	59	790	4.0	0.1048	0.10063598952487841	0.08417508417508418	0.08417508417508418	0.08417508417508418	0.10475121586232698	0.10063598952487841	0.10063598952487841	0.08623269734380846	0.08417508417508418	0.08623269734380846	0.08417508417508418
791	R_1d0wDWlWxKh5qUS	need more information	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	70.0	1.0	US Born	Bachelor's degree	3.0	No	South Side	Oakland	Not working (retired)	0	0	0	0	0	0	-1	5.0	1	5	Chicago	United States	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_1d0wDWlWxKh5qUS	need more information	21	791	3.0	0.1066	0.089126559714795	0.089126559714795	0.089126559714795	0.10655575361457711	0.089126559714795	0.089126559714795	0.089126559714795	0.09130520895226776	0.089126559714795	0.089126559714795	0.089126559714795
792	R_BSqEXUvUuEnTNHb	Minimum requirement of affordable housing is something I would vote against 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	68.0	8.0	US Born	Bachelor's degree	4.0	No	Northwest Side	Irving Park	Employed (full-time)	-1	-1	0	2	2	-1	0	6.0	1	5	Chicago	United States	-2	-3	0	0	0.0	0.142857142857143	-1.75541673428835e-17	-1.75541673428835e-17	0.166666666666667	0.333333333333333	0.333333333333333	0.14142135623731	0.123717914826348	0.188982236504614	0.161374306091976	0.131761569173682	0.166666666666667	0.166666666666667	R_BSqEXUvUuEnTNHb	Minimum requirement of affordable housing is something I would vote against 	76	792	2.0	0.1392	0.08264462809917354	0.08264462809917354	0.13921028466483007	0.08264462809917354	0.08264462809917354	0.08264462809917354	0.11698806244260788	0.08264462809917354	0.08264462809917354	0.08264462809917354	0.08264462809917354
793	R_1hMs1KCRh7aKbyT	I would love for people to have rent control, because people do lose jobs so they can't afford higher accommodations 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	59.0	6.0	US Born	Higher technical examination	2.0	Yes	West and Near West Side	North Lawndale	Not working (retired)	-1	-1	-2	-2	-1	0	-1	3.0	2	5	Chicago	United States	0	-3	3	3	-2.80866677486136e-16	0.25	2.10650008114602e-16	0.5	0.571428571428572	0.6	0.5	0.52704627669473	0.255155181539914	0.342326598440729	0.228217732293819	0.206196524710581	0.244948974278318	0.166666666666667	R_1hMs1KCRh7aKbyT	I would love for people to have rent control, because people do lose jobs so they can't afford higher accommodations 	117	793	10.0	0.1406	0.07575757575757576	0.07946127946127947	0.07575757575757576	0.09242424242424242	0.11094276094276094	0.07575757575757576	0.07575757575757576	0.07575757575757576	0.09242424242424242	0.10538720538720539	0.1405723905723906
794	R_3dFB0xTc375VGWf	Because it's the best solution.	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	30.0	8.0	US Born	Bachelor's degree	0.0	No	West and Near West Side	West Town	Employed (full-time)	2	0	0	1	1	-1	0	7.0	0	2	Chicago	United States	1	2	1	1	1.40433338743068e-16	0.6	0.5	0.5	0.333333333333333	-2.80866677486136e-16	0.75	0.161374306091976	0.244948974278318	0.166666666666667	0.228217732293819	0.208333333333333	0.52704627669473	0.255155181539914	R_3dFB0xTc375VGWf	Because it's the best solution.	31	794	0.0	0.1066	0.10664335664335663	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0980963480963481	0.0874125874125874	0.09595959595959595	0.0874125874125874	0.0874125874125874
795	R_3iqUK2Wp2OZc4b7	Because I may not agree on changing different parts of the neighborhood. But thank you. 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	54.0	8.0	US Born	Apprenticeship	5.0	No	Southwest Side	Brighton Park	Employed (full-time)	-2	-2	-1	1	0	0	0	6.0	1	4	Chicago	United States	1	-1	2	-3	1.40433338743068e-16	0.5	0.25	1.0	0.375	0.5	0.0	0.353553390593274	0.385275875185561	0.265165042944955	0.5	0.192637937592781	0.385275875185561	0.204124145231932	R_3iqUK2Wp2OZc4b7	Because I may not agree on changing different parts of the neighborhood. But thank you. 	88	795	0.0	0.1027	0.10269360269360268	0.10269360269360268	0.08417508417508417	0.08417508417508417	0.10269360269360268	0.08829031051253272	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.09857837635615413
796	R_RRMpX16D6rI9KDL	Minimal rent increases and more affordable housing is something I am in favor of 	neighborhood	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	Female	25.0	1.0	US Born	Bachelor's degree	1.0	Yes	Central, Near North, and Near North Side	Near North Side	Not employed (unemployed)	-1	-1	1	1	1	1	-1	7.0	2	2	Chicago	United States	2	2	0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_RRMpX16D6rI9KDL	Minimal rent increases and more affordable housing is something I am in favor of 	81	796	2.0	0.1169	0.08116883116883117	0.08513708513708514	0.11688311688311688	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.10101010101010101	0.11489898989898989	0.08116883116883117	0.09505772005772005	0.08116883116883117
797	R_24cnZtIoQsqPVBI	government ran buildings make me think there will be infrastructure issues down the road... but I really do not want a international for-profit. The building should have a significant percentage be affordable housing but the street level needs to offer small business space. no chains but small businesses.	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	31.0	10.0	US Born	Bachelor's degree	1.0	No	Far North Side	Albany Park	Employed (full-time)	-1	-1	0	1	0	-1	1	8.0	2	2	Chicago	United States	-1	1	1	-2	0.8	0.75	0.666666666666667	1.0	0.857142857142857	1.0	0.8	0.14142135623731	0.153093108923949	0.166666666666667	0.233853586673371	0.123717914826348	0.333333333333333	0.14142135623731	R_24cnZtIoQsqPVBI	government ran buildings make me think there will be infrastructure issues down the road... but I really do not want a international for-profit. The building should have a significant percentage be affordable housing but the street level needs to offer small business space. no chains but small businesses.	306	797	5.0	0.1773	0.07856341189674523	0.10479797979797979	0.10479797979797979	0.09245230078563414	0.06313131313131314	0.1773288439955107	0.07702020202020203	0.06467452300785635	0.11097081930415266	0.06313131313131314	0.06313131313131314
798	R_vVJzwn0amDaIbXr	I don't prefer growing of habitants	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	33.0	5.0	US Born	Bachelor's degree	3.0	No	Far North Side	Rogers Park	Employed (full-time)	-1	0	0	-1	1	-1	0	6.0	1	2	Chicago	United States	-1	-1	1	1	7.0216669371534e-17	0.5	0.5	0.666666666666667	0.625	0.5	0.5	0.342326598440729	0.279508497187474	0.395284707521047	0.208333333333333	0.171163299220364	0.395284707521047	0.197642353760524	R_vVJzwn0amDaIbXr	I don't prefer growing of habitants	35	798	5.0	0.1046	0.10043834572136458	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08785972936916332	0.08576329331046312	0.08785972936916332	0.104631217838765
799	R_26nBQet5y9Y8hAO	Some of them are just too good to be true and others are just not wise	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	63.0	1.0	US Born	Secondary school certificate	2.0	No	North Side	North Center	Not working (other reason)	-2	-2	0	-1	0	-1	1	5.0	1	5	Chicago	United States	0	0	1	1	1.0	0.333333333333333	0.666666666666667	0.333333333333333	0.2	-2.80866677486136e-16	-7.0216669371534e-17	0.440958551844099	0.295468420142639	0.251976315339485	0.295468420142639	0.223606797749979	0.5	0.267261241912424	R_26nBQet5y9Y8hAO	Some of them are just too good to be true and others are just not wise	70	799	0.0	0.1046	0.104631217838765	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.08576329331046312	0.104631217838765	0.08576329331046312	0.104631217838765	0.08576329331046312	0.08576329331046312
800	R_2q7uNiibOwLkK5u	I didn't think they were beneficial 	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	60.0	1.0	US Born	Secondary school certificate	5.0	No	Far North Side	O’Hare	Not working (retired)	-1	-1	-1	-1	1	-1	1	10.0	2	5	Chicago	United States	0	0	1	0	0.666666666666667	0.6	0.25	0.333333333333333	0.375	-7.0216669371534e-17	1.0	0.314970394174356	0.244948974278318	0.255155181539914	0.208333333333333	0.171163299220364	0.52704627669473	0.342326598440729	R_2q7uNiibOwLkK5u	I didn't think they were beneficial 	36	800	0.0	0.1066	0.10655575361457711	0.089126559714795	0.089126559714795	0.09130520895226776	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
801	R_6u3OeYsv96HIVSF	I don't want the neighborhood to get too crowded - there's already a fair amount of congestion and litter. I do think we could use more small businesses (retail and restaurant) and I generally think that some reasonable rent controls are good.	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	45.0	5.0	US Born	Doctoral degree	1.0	Do not know	North Side	Logan Square	Employed (full-time)	-1	-1	0	1	2	-2	0	8.0	1	4	Chicago	United States	0	0	1	1	0.333333333333333	0.666666666666667	0.5	0.571428571428572	0.857142857142857	0.666666666666667	0.4	0.295468420142639	0.314970394174356	0.385275875185561	0.206196524710581	0.123717914826348	0.314970394174356	0.223606797749979	R_6u3OeYsv96HIVSF	I don't want the neighborhood to get too crowded - there's already a fair amount of congestion and litter. I do think we could use more small businesses (retail and restaurant) and I generally think that some reasonable rent controls are good.	243	801	9.0	0.1248	0.11789772727272727	0.08317550505050506	0.0883838383838384	0.08143939393939395	0.07102272727272728	0.0727588383838384	0.11789772727272727	0.07102272727272728	0.09532828282828283	0.12484217171717174	0.07623106060606062
802	R_2qrcjUKljXhlUZQ	Seemed beneficial for tr neighborhood. But I'd definitely do more research 	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	32.0	8.0	US Born	Bachelor's degree	1.0	No	Far North Side	Albany Park	Employed (full-time)	-2	1	-1	0	-1	-1	-1	6.0	2	2	Chicago	United States	3	0	1	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_2qrcjUKljXhlUZQ	Seemed beneficial for tr neighborhood. But I'd definitely do more research 	75	802	0.0	0.1336	0.13355780022446687	0.09857837635615413	0.08829031051253272	0.090347923681257	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417
803	R_xrXoQ6vV2ZqrmAV	I want to live a better life	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	33.0	1.0	US Born	Bachelor's degree	0.0	No	West and Near West Side	Humboldt Park	Not working (disability/illness)	0	1	0	0	2	0	0	10.0	1	2	Chicago	United States	0	3	-3	-3	0.833333333333334	1.0	1.0	0.833333333333334	1.0	0.666666666666667	1.0	0.131761569173682	0.14142135623731	0.233853586673371	0.131761569173682	0.161374306091976	0.166666666666667	0.161374306091976	R_xrXoQ6vV2ZqrmAV	I want to live a better life	28	803	8.0	0.1066	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335663	0.0874125874125874	0.10664335664335663
804	R_28Z1UNuuxVojwnp	I believe the people should have a say in what goes on in their neighborhood. I prefer rent controls so that the rent isn't too high. The housing should be mixed. 	neighborhood	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Male	48.0	1.0	US Born	Secondary school certificate	4.0	No	South Side	Washington Park	Not employed (unemployed)	-1	-1	0	-1	-1	-1	-1	4.0	1	4	Chicago	United States	-1	-1	1	2	-3.5108334685767e-17	0.0	0.0	0.4	0.333333333333333	0.166666666666667	-1.40433338743068e-16	0.243975018237133	0.204124145231932	0.204124145231932	0.173205080756888	0.166666666666667	0.181620789314195	0.173205080756888	R_28Z1UNuuxVojwnp	I believe the people should have a say in what goes on in their neighborhood. I prefer rent controls so that the rent isn't too high. The housing should be mixed. 	163	804	9.0	0.126	0.09587399417907894	0.07892484163670606	0.09399075500770418	0.07704160246533129	0.07704160246533129	0.10905666837870229	0.07704160246533129	0.07704160246533129	0.09399075500770418	0.12600582092107515	0.09399075500770418
805	R_Xz7N3YIVaVANZol	Rents are to high and my area is being gentrified and one day be priced out.	neighborhood	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	47.0	2.0	US Born	Higher education entrance qualification	2.0	No	Southwest Side	McKinley Park	Employed (part-time)	1	-1	1	1	1	0	0	6.0	0	4	Chicago	United States	0	-2	1	-1	0.666666666666667	0.333333333333333	0.5	0.5	0.428571428571429	2.10650008114602e-16	1.0	0.314970394174356	0.314970394174356	0.395284707521047	0.228217732293819	0.206196524710581	0.243975018237133	0.161374306091976	R_Xz7N3YIVaVANZol	Rents are to high and my area is being gentrified and one day be priced out.	76	805	8.0	0.1347	0.08116883116883117	0.0910894660894661	0.08116883116883117	0.09704184704184704	0.08315295815295816	0.08116883116883117	0.08116883116883117	0.08116883116883117	0.13474025974025972	0.09307359307359309	0.09505772005772006
806	R_28V3pITlsNstPol	Mostly due to the increase of population and increase in rent implementation. Also I prefer the zoned business and apartment combination over just increase of housing alone	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	50.0	5.0	US Born	Higher technical examination	4.0	No	Northwest Side	Irving Park	Employed (full-time)	0	1	0	1	1	1	0	7.0	0	4	Chicago	United States	0	-1	-1	1	0.5	1.0	0.333333333333333	0.5	0.428571428571429	0.5	0.4	0.270030862433661	0.267261241912424	0.295468420142639	0.270030862433661	0.174963553055941	0.270030862433661	0.223606797749979	R_28V3pITlsNstPol	Mostly due to the increase of population and increase in rent implementation. Also I prefer the zoned business and apartment combination over just increase of housing alone	172	806	7.0	0.1498	0.07215007215007213	0.0897867564534231	0.088023088023088	0.07215007215007213	0.07567740901074232	0.11976911976911972	0.07567740901074232	0.1497514830848164	0.0862594195927529	0.0862594195927529	0.08449575116241781
807	R_1GJt4sKoThvbmPf	I am just interested in what is right for my neighborhood and what is good for us all as people	district	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	60.0	4.0	US Born	Bachelor's degree	7.0	No	Northwest Side	Montclare	Employed (part-time)	-2	1	0	1	0	-1	0	2.0	2	5	Chicago	United States	2	2	1	1	0.6	0.333333333333333	0.5	0.8	0.428571428571429	1.40433338743068e-16	0.5	0.244948974278318	0.208333333333333	0.395284707521047	0.2	0.206196524710581	0.342326598440729	0.279508497187474	R_1GJt4sKoThvbmPf	I am just interested in what is right for my neighborhood and what is good for us all as people	95	807	0.0	0.1212	0.1212121212121212	0.08417508417508417	0.08417508417508417	0.10269360269360268	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.10269360269360268
808	R_XTE2AUGNMsKVzjP	Just my opinion 	district	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Male	32.0	3.0	US Born	Bachelor's degree	0.0	Do not know	North Side	Lakeview	Employed (full-time)	1	0	1	0	0	0	1	2.0	-1	2	Chicago	United States	1	-1	0	0	0.5	0.333333333333333	0.0	0.428571428571429	0.5	1.0	0.6	0.395284707521047	0.314970394174356	0.52704627669473	0.206196524710581	0.197642353760524	0.342326598440729	0.244948974278318	R_XTE2AUGNMsKVzjP	Just my opinion 	16	808	4.0	0.1087	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
809	R_3qJcr4sY7kE6rUq	Climate neutral, need business on bottom	other district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	32.0	4.0	US Born	Master's degree	1.0	No	North Side	Logan Square	Homemaker	-1	-1	-1	1	1	-1	-1	5.0	2	2	Chicago	United States	0	0	1	-1	0.4	0.5	1.0	1.0	1.0	0.5	0.666666666666667	0.173205080756888	0.353553390593274	0.342326598440729	0.342326598440729	0.125	0.239356776939085	0.208333333333333	R_3qJcr4sY7kE6rUq	Climate neutral, need business on bottom	40	809	1.0	0.1377	0.08623269734380845	0.1376730265619154	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.10269360269360268	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417
810	R_xt1L6GnKTDhgHCx	I like my neighborhood the way it is. That's why we live where we do.	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	65.0	6.0	US Naturalization	Master's degree	7.0	No	Far Southwest Side	Mount Greenwood	Not working (retired)	-2	-2	-1	0	1	-2	0	5.0	0	5	Chicago	United States	0	-1	-1	1	0.5	0.75	1.0	0.5	0.666666666666667	-1.40433338743068e-16	0.333333333333333	0.385275875185561	0.265165042944955	0.52704627669473	0.21650635094611	0.166666666666667	0.5	0.166666666666667	R_xt1L6GnKTDhgHCx	I like my neighborhood the way it is. That's why we live where we do.	69	810	0.0	0.1066	0.10664335664335663	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.10664335664335663
811	R_2TMJUBXJuk4GZzb	Cause they rent is low	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Female	51.0	1.0	US Born	No school certificate	7.0	No	South Side	South Shore	Not working (disability/illness)	-2	2	-1	2	-1	2	1	10.0	0	4	Chicago	United States	0	0	-3	-3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_2TMJUBXJuk4GZzb	Cause they rent is low	22	811	7.0	0.1045	0.0874125874125874	0.09382284382284382	0.0874125874125874	0.0874125874125874	0.08954933954933955	0.0874125874125874	0.0874125874125874	0.1045066045066045	0.0874125874125874	0.10023310023310023	0.0874125874125874
812	R_rqidYtpLhGvKotb	The one I picked as my first choice seemed more favorable then the alternative.	district	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	50.0	5.0	US Born	Higher education entrance qualification	5.0	No	Northwest Side	Hermosa	Not working (retired)	-1	-1	0	0	1	0	0	5.0	0	4	Chicago	United States	0	2	0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_rqidYtpLhGvKotb	The one I picked as my first choice seemed more favorable then the alternative.	79	812	0.0	0.1212	0.1212121212121212	0.08417508417508417	0.10269360269360268	0.08417508417508417	0.08417508417508417	0.10269360269360268	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417	0.08417508417508417
813	R_2YhaQDp0TLOWMts	I am for rent control 	neighborhood	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Female	63.0	1.0	US Born	Higher technical examination	5.0	No	West and Near West Side	Near West Side	Not working (retired)	-2	-2	-2	0	2	-2	-2	10.0	1	5	Chicago	United States	-1	0	0	0	0.5	0.333333333333333	0.5	0.333333333333333	0.555555555555556	1.0	0.571428571428572	0.166666666666667	0.314970394174356	0.279508497187474	0.208333333333333	0.175682092231577	0.52704627669473	0.206196524710581	R_2YhaQDp0TLOWMts	I am for rent control 	22	813	9.0	0.1216	0.0874125874125874	0.09168609168609168	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.0874125874125874	0.12160062160062159	0.0874125874125874
814	R_zcXlZRBKdtfM7hD	I don't like change	neighborhood	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Male	66.0	10.0	US Born	Master's degree	2.0	No	Far North Side	Rogers Park	Employed (full-time)	-1	-1	-1	1	2	-2	1	8.0	1	5	Chicago	United States	-2	-3	1	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	R_zcXlZRBKdtfM7hD	I don't like change	19	814	1.0	0.1087	0.089126559714795	0.10873440285204988	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795	0.089126559714795
